Date,Open,High,Low,Close,Adj Close,Volume
2017-05-01,1099.229980,1163.260010,1100.660034,1136.780029,1136.780029,396871
2017-05-02,1136.780029,1190.849976,1124.250000,1190.849976,1190.849976,354804
2017-05-03,1190.849976,1285.920044,1147.729980,1198.339966,1198.339966,787716
2017-05-04,1198.339966,1264.349976,1171.349976,1200.660034,1200.660034,479592
2017-05-05,1200.660034,1233.880005,1194.459961,1220.310059,1220.310059,314595
2017-05-06,1220.310059,1252.630005,1195.030029,1240.260010,1240.260010,416117
2017-05-07,1240.260010,1314.729980,1216.869995,1302.869995,1302.869995,709121
2017-05-08,1302.869995,1395.229980,1287.239990,1334.630005,1334.630005,735555
2017-05-09,1334.630005,1415.239990,1314.540039,1413.930054,1413.930054,558986
2017-05-10,1413.930054,1476.250000,1378.270020,1440.260010,1440.260010,619882
2017-05-11,1440.260010,1454.150024,1284.959961,1324.979980,1324.979980,719619
2017-05-12,1324.979980,1399.849976,1257.180054,1396.729980,1396.729980,570046
2017-05-13,1396.729980,1440.510010,1371.449951,1406.329956,1406.329956,378125
2017-05-14,1406.329956,1940.869995,1322.390015,1366.030029,1366.030029,662495
2017-05-15,1366.030029,1425.869995,1312.079956,1408.630005,1408.630005,630216
2017-05-16,1408.630005,1455.910034,1364.650024,1412.869995,1412.869995,652944
2017-05-17,1412.869995,1494.369995,1392.750000,1463.050049,1463.050049,577606
2017-05-18,1463.050049,1533.170044,1446.770020,1517.439941,1517.439941,914293
2017-05-19,1517.439941,1580.630005,1504.369995,1577.099976,1577.099976,792532
2017-05-20,1577.099976,1608.050049,1521.579956,1556.109985,1556.109985,1026992
2017-05-21,1556.109985,1738.270020,1521.420044,1616.319946,1616.319946,1728438
2017-05-22,1616.319946,1763.880005,1620.300049,1756.229980,1756.229980,1355342
2017-05-23,1756.229980,1964.250000,1729.670044,1869.739990,1869.739990,1867059
2017-05-24,1869.739990,2162.429932,1717.140015,1801.020020,1801.020020,2699353
2017-05-25,1832.130005,2041.199951,1610.829956,1773.250000,1773.250000,7127822
2017-05-26,1773.250000,1882.140015,1480.140015,1658.569946,1658.569946,3614963
2017-05-27,1658.790039,1857.209961,1631.959961,1750.859985,1750.859985,2005139
2017-05-28,1750.859985,1837.119995,1690.250000,1793.140015,1793.140015,2528456
2017-05-29,1793.140015,1830.489990,1687.160034,1734.020020,1734.020020,4746481
2017-05-30,1734.020020,1829.219971,1706.300049,1799.489990,1799.489990,4005109
2017-05-31,1799.489990,1933.670044,1798.160034,1883.359985,1883.359985,3301305
2017-06-01,1883.359985,1952.180054,1861.939941,1951.930054,1951.930054,2386483
2017-06-02,1951.930054,2018.619995,1927.670044,1992.630005,1992.630005,1788720
2017-06-03,1992.630005,1999.449951,1930.219971,1972.880005,1972.880005,1697385
2017-06-04,1972.880005,2093.080078,1968.670044,2093.060059,2093.060059,3666529
2017-06-05,2093.060059,2279.139893,2091.909912,2241.649902,2241.649902,6882099
2017-06-06,2241.649902,2249.330078,2039.770020,2097.449951,2097.449951,4616039
2017-06-07,2097.449951,2202.709961,2039.890015,2162.199951,2162.199951,3839969
2017-06-08,2162.199951,2248.969971,2160.590088,2220.229980,2220.229980,4260930
2017-06-09,2220.229980,2288.290039,2208.189941,2278.199951,2278.199951,3007507
2017-06-10,2278.199951,2345.310059,2244.030029,2342.590088,2342.590088,2218976
2017-06-11,2342.590088,2364.540039,1968.680054,2092.510010,2092.510010,8247419
2017-06-12,2092.510010,2199.939941,2081.580078,2134.439941,2134.439941,4124775
2017-06-13,2134.439941,2202.520020,1841.849976,1943.949951,1943.949951,6139114
2017-06-14,1943.949951,1977.160034,1659.589966,1915.170044,1915.170044,7281632
2017-06-15,1915.170044,2050.340088,1827.579956,1959.310059,1959.310059,4641363
2017-06-16,1959.310059,2131.860107,1919.530029,2102.949951,2102.949951,1917128
2017-06-17,2102.949951,2150.100098,1960.329956,2006.589966,2006.589966,2014988
2017-06-18,2006.589966,2072.439941,1976.599976,2046.010010,2046.010010,3806621
2017-06-19,2046.010010,2202.620117,2035.910034,2173.270020,2173.270020,6187583
2017-06-20,2173.270020,2251.520020,2061.050049,2107.699951,2107.699951,4536863
2017-06-21,2107.699951,2191.879883,2074.219971,2191.879883,2191.879883,4392615
2017-06-22,2191.879883,2237.270020,2118.010010,2158.320068,2158.320068,2266473
2017-06-23,2158.320068,2202.100098,2009.410034,2066.590088,2066.590088,2019098
2017-06-24,2066.590088,2140.010010,1945.729980,1999.959961,1999.959961,1865675
2017-06-25,1999.959961,2081.169922,1815.550049,1917.410034,1917.410034,5264250
2017-06-26,1917.410034,2021.670044,1793.910034,2021.329956,2021.329956,3808563
2017-06-27,2021.329956,2036.250000,1947.890015,1998.729980,1998.729980,4820386
2017-06-28,1998.729980,2075.419922,1954.250000,1971.599976,1971.599976,3798451
2017-06-29,1971.599976,2022.239990,1906.849976,1912.290039,1912.290039,2735137
2017-06-30,1912.290039,1977.239990,1841.829956,1887.510010,1887.510010,2064067
2017-07-01,1887.510010,2000.829956,1848.619995,1972.000000,1972.000000,1947897
2017-07-02,1972.000000,2040.020020,1941.719971,2001.790039,2001.790039,2718549
2017-07-03,2001.790039,2080.570068,1983.329956,2014.849976,2014.849976,6537661
2017-07-04,2014.849976,2058.060059,1975.150024,2047.550049,2047.550049,2402657
2017-07-05,2047.550049,2090.149902,2008.839966,2033.300049,2033.300049,1979669
2017-07-06,2033.300049,2057.189941,1939.089966,1962.599976,1962.599976,2673547
2017-07-07,1962.599976,2021.650024,1941.469971,2010.160034,2010.160034,1746386
2017-07-08,2010.160034,2041.810059,1959.800049,1964.760010,1964.760010,1182355
2017-07-09,1964.760010,2016.359985,1776.939941,1824.969971,1824.969971,3098648
2017-07-10,1824.969971,1885.170044,1769.390015,1822.780029,1822.780029,3230570
2017-07-11,1822.780029,1902.869995,1786.349976,1883.280029,1883.280029,2718835
2017-07-12,1883.280029,1930.469971,1821.300049,1839.479980,1839.479980,2241918
2017-07-13,1839.479980,1872.939941,1661.050049,1713.699951,1713.699951,3951058
2017-07-14,1713.699951,1729.229980,1500.790039,1513.630005,1513.630005,2843415
2017-07-15,1513.630005,1565.859985,1374.729980,1459.270020,1459.270020,2448645
2017-07-16,1459.270020,1723.790039,1459.270020,1721.089966,1721.089966,4693738
2017-07-17,1721.089966,1861.880005,1665.060059,1789.939941,1789.939941,4248850
2017-07-18,1789.939941,1869.130005,1729.869995,1763.339966,1763.339966,3819837
2017-07-19,1763.339966,2248.620117,1763.199951,2197.020020,2197.020020,6624195
2017-07-20,2197.020020,2203.270020,2030.500000,2077.379883,2077.379883,3525712
2017-07-21,2077.379883,2231.209961,2057.419922,2208.209961,2208.209961,2134652
